gameid	time	roundNum	trialType	condition	nameClickedObj	targetStatusClickedObj	spLocsClickedObj	lisLocsClickedObj	basiclevelClickedObj	superdomainClickedObj	alt1Name	alt1TargetStatus	alt1SpLocs	alt1LisLocs	alt1Basiclevel	alt1superdomain	alt2Name	alt2TargetStatus	alt2SpLocs	alt2LisLocs	alt2Basiclevel	alt2superdomain	alt3Name	alt3TargetStatus	alt3SpLocs	alt3LisLocs	alt3Basiclevel	alt3superdomain	alt4Name	alt4TargetStatus	alt4SpLocs	alt4LisLocs	alt4Basiclevel	alt4superdomain	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor	colors	sizes	types	oneMentioned	theMentioned
6588-d	1455303123221	62	colorSizeTrial	size42	small_purple_butterfly	target	5	5	NA	NA	big_purple_butterfly	distractor	1	2	NA	NA	big_blue_butterfly	distractor	4	3	NA	NA	big_blue_butterfly	distractor	2	1	NA	NA	big_purple_butterfly	distractor	3	4	NA	NA	1	1	0	small, pink butterfly		1455303121248	small, pink butterfly	False	False	True	butterfly	small	purple	TRUE	TRUE	TRUE	FALSE	FALSE
6588-d	1455303144635	64	colorSizeTrial	size44	big_green_rock	target	3	4	NA	NA	small_green_rock	distractor	4	1	NA	NA	small_green_rock	distractor	5	2	NA	NA	small_green_rock	distractor	2	3	NA	NA	small_green_rock	distractor	1	5	NA	NA	1	1	0	large		1455303143077	large	False	False	False	rock	big	green	FALSE	TRUE	FALSE	FALSE	FALSE
6588-d	1455303160782	66	colorSizeTrial	color31	small_red_bike	target	1	4	NA	NA	big_purple_bike	distractor	2	1	NA	NA	small_purple_bike	distractor	3	3	NA	NA	big_purple_bike	distractor	4	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	red bike		1455303159038	red bike	False	True	True	bike	small	red	TRUE	FALSE	TRUE	FALSE	FALSE
6588-d	1455303171599	67	colorSizeTrial	color33	big_purple_hairdryer	target	1	2	NA	NA	big_pink_hairdryer	distractor	4	4	NA	NA	big_pink_hairdryer	distractor	3	3	NA	NA	big_pink_hairdryer	distractor	2	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	purple		1455303168252	purple	False	True	False	hairdryer	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
6588-d	1455303216309	72	colorSizeTrial	size22	small_pink_phone	target	2	2	NA	NA	big_pink_phone	distractor	3	3	NA	NA	big_pink_phone	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small		1455303215417	small	True	False	False	phone	small	pink	FALSE	TRUE	FALSE	FALSE	FALSE
6879-8	1455301149021	1	colorSizeTrial	size41	big_purple_flower	target	2	2	NA	NA	small_red_flower	distractor	5	3	NA	NA	small_purple_flower	distractor	4	5	NA	NA	small_red_flower	distractor	3	1	NA	NA	small_red_flower	distractor	1	4	NA	NA	1	1	0	The largest purple flowwer		1455301143601	The largest purple flowwer	False	True	False	flower	big	purple	TRUE	TRUE	FALSE	FALSE	TRUE
6879-8	1455301183602	5	colorSizeTrial	color41	big_blue_cap	target	2	1	NA	NA	small_orange_cap	distractor	5	3	NA	NA	big_orange_cap	distractor	3	2	NA	NA	small_orange_cap	distractor	4	4	NA	NA	small_orange_cap	distractor	1	5	NA	NA	1	1	0	the blue hat		1455301182296	the blue hat	False	True	False	cap	big	blue	TRUE	FALSE	FALSE	FALSE	TRUE
6879-8	1455301196183	7	colorSizeTrial	size42	big_purple_ornament	target	4	2	NA	NA	small_blue_ornament	distractor	2	1	NA	NA	small_blue_ornament	distractor	1	3	NA	NA	small_purple_ornament	distractor	3	4	NA	NA	small_purple_ornament	distractor	5	5	NA	NA	1	1	0	largest purple bulb		1455301194709	largest purple bulb	False	True	False	ornament	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
6879-8	1455301209184	9	colorSizeTrial	size31	small_green_pepper	target	2	2	NA	NA	big_red_pepper	distractor	4	4	NA	NA	big_red_pepper	distractor	1	1	NA	NA	big_green_pepper	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest green pepper		1455301208264	smallest green pepper	False	True	True	pepper	small	green	TRUE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301218294	11	colorSizeTrial	size33	big_green_bracelet	target	4	3	NA	NA	small_green_bracelet	distractor	2	2	NA	NA	small_green_bracelet	distractor	3	1	NA	NA	small_green_bracelet	distractor	1	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	largest bracelet		1455301217717	largest bracelet	False	False	True	bracelet	big	green	FALSE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301237994	15	colorSizeTrial	size43	big_yellow_balloon	target	2	2	NA	NA	small_yellow_balloon	distractor	1	5	NA	NA	small_pink_balloon	distractor	3	4	NA	NA	small_yellow_balloon	distractor	4	3	NA	NA	small_yellow_balloon	distractor	5	1	NA	NA	1	1	0	largest gold balloon		1455301236293	largest gold balloon	False	False	True	balloon	big	yellow	TRUE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301248621	17	colorSizeTrial	color32	big_purple_hairdryer	target	1	1	NA	NA	small_pink_hairdryer	distractor	4	2	NA	NA	big_pink_hairdryer	distractor	2	4	NA	NA	big_pink_hairdryer	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	purple dryer		1455301247880	purple dryer	False	True	False	hairdryer	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301261525	19	colorSizeTrial	size33	big_black_comb	target	2	1	NA	NA	small_black_comb	distractor	4	2	NA	NA	small_black_comb	distractor	1	4	NA	NA	small_black_comb	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	largest comb		1455301260765	largest comb	False	False	True	comb	big	black	FALSE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301269474	20	colorSizeTrial	color32	big_blue_golfball	target	4	4	NA	NA	big_pink_golfball	distractor	1	2	NA	NA	small_pink_golfball	distractor	2	1	NA	NA	big_pink_golfball	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	white golfball		1455301266852	white golfball	False	False	True	golfball	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301274697	21	colorSizeTrial	size43	big_green_chair	target	1	3	NA	NA	small_red_chair	distractor	5	5	NA	NA	small_green_chair	distractor	2	1	NA	NA	small_green_chair	distractor	4	2	NA	NA	small_green_chair	distractor	3	4	NA	NA	1	1	0	big green chair		1455301273689	big green chair	True	True	True	chair	big	green	TRUE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301284716	23	colorSizeTrial	size42	big_purple_stapler	target	4	3	NA	NA	small_purple_stapler	distractor	3	5	NA	NA	small_red_stapler	distractor	5	4	NA	NA	small_red_stapler	distractor	2	1	NA	NA	small_purple_stapler	distractor	1	2	NA	NA	1	1	0	large purple stapler		1455301283727	large purple stapler	False	True	True	stapler	big	purple	TRUE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301300089	26	colorSizeTrial	size22	small_blue_toothbrush	target	3	2	NA	NA	big_blue_toothbrush	distractor	4	4	NA	NA	big_blue_toothbrush	distractor	2	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest toothbrush		1455301299423	smallest toothbrush	False	False	True	toothbrush	small	blue	FALSE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301306871	27	colorSizeTrial	size44	big_blue_binder	target	5	5	NA	NA	small_blue_binder	distractor	3	3	NA	NA	small_blue_binder	distractor	2	2	NA	NA	small_blue_binder	distractor	1	1	NA	NA	small_blue_binder	distractor	4	4	NA	NA	1	1	0	large envelope		1455301305842	large envelope	False	False	False	binder	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
6879-8	1455301311153	28	colorSizeTrial	color44	big_blue_cushion	target	4	5	NA	NA	big_orange_cushion	distractor	1	4	NA	NA	big_orange_cushion	distractor	5	2	NA	NA	big_orange_cushion	distractor	2	1	NA	NA	big_orange_cushion	distractor	3	3	NA	NA	1	1	0	blue pillow		1455301310540	blue pillow	False	True	False	cushion	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301314875	29	colorSizeTrial	color43	small_green_framee	target	3	5	NA	NA	small_pink_framee	distractor	4	2	NA	NA	big_pink_framee	distractor	2	3	NA	NA	small_pink_framee	distractor	1	1	NA	NA	small_pink_framee	distractor	5	4	NA	NA	1	1	0	green		1455301313937	green	False	True	False	framee	small	green	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301319995	30	colorSizeTrial	size41	big_red_candle	target	1	5	NA	NA	small_red_candle	distractor	4	4	NA	NA	small_blue_candle	distractor	5	3	NA	NA	small_blue_candle	distractor	3	1	NA	NA	small_blue_candle	distractor	2	2	NA	NA	1	1	0	large red candle		1455301318831	large red candle	False	True	True	candle	big	red	TRUE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301332376	33	colorSizeTrial	color42	small_white_phone	target	1	3	NA	NA	big_pink_phone	distractor	4	2	NA	NA	big_pink_phone	distractor	2	5	NA	NA	small_pink_phone	distractor	3	4	NA	NA	small_pink_phone	distractor	5	1	NA	NA	1	1	0	white 		1455301331435	white 	False	True	False	phone	small	white	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301342943	36	colorSizeTrial	color21	big_yellow_napkin	target	3	3	NA	NA	big_orange_napkin	distractor	2	2	NA	NA	small_orange_napkin	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	yellow		1455301342360	yellow	False	True	False	napkin	big	yellow	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301350542	38	colorSizeTrial	color22	small_orange_coathanger	target	2	3	NA	NA	small_purple_coathanger	distractor	4	2	NA	NA	small_purple_coathanger	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	orange		1455301350032	orange	False	True	False	coathanger	small	orange	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301386201	46	colorSizeTrial	color43	big_blue_book	target	2	1	NA	NA	small_black_book	distractor	3	2	NA	NA	big_black_book	distractor	1	3	NA	NA	big_black_book	distractor	4	4	NA	NA	big_black_book	distractor	5	5	NA	NA	1	1	0	blue		1455301385395	blue	False	True	False	book	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301389508	47	colorSizeTrial	color33	big_purple_rug	target	2	2	NA	NA	big_blue_rug	distractor	1	1	NA	NA	big_blue_rug	distractor	4	3	NA	NA	big_blue_rug	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	purple		1455301389029	purple	False	True	False	rug	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301397190	49	colorSizeTrial	color44	small_brown_jacket	target	4	5	NA	NA	small_green_jacket	distractor	2	2	NA	NA	small_green_jacket	distractor	5	4	NA	NA	small_green_jacket	distractor	1	1	NA	NA	small_green_jacket	distractor	3	3	NA	NA	1	1	0	brown		1455301396138	brown	False	True	False	jacket	small	brown	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301408561	52	colorSizeTrial	color41	big_red_tack	target	2	1	NA	NA	small_blue_tack	distractor	3	3	NA	NA	big_blue_tack	distractor	1	2	NA	NA	small_blue_tack	distractor	4	4	NA	NA	small_blue_tack	distractor	5	5	NA	NA	1	1	0	red		1455301407768	red	False	True	False	tack	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301412845	53	colorSizeTrial	size21	big_blue_guitar	target	2	3	NA	NA	small_green_guitar	distractor	4	4	NA	NA	small_blue_guitar	distractor	3	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	large guitar		1455301412229	large guitar	False	False	True	guitar	big	blue	FALSE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301417910	54	colorSizeTrial	size32	small_red_bucket	target	3	2	NA	NA	big_red_bucket	distractor	4	3	NA	NA	big_red_bucket	distractor	1	4	NA	NA	big_pink_bucket	distractor	2	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small red bucket		1455301416578	small red bucket	True	True	True	bucket	small	red	TRUE	TRUE	TRUE	FALSE	FALSE
6879-8	1455301421270	55	colorSizeTrial	color31	big_purple_yarn	target	4	2	NA	NA	small_red_yarn	distractor	2	4	NA	NA	small_red_yarn	distractor	1	1	NA	NA	big_red_yarn	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	purple		1455301420697	purple	False	True	False	yarn	big	purple	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301426691	56	colorSizeTrial	color21	small_black_avocado	target	3	3	NA	NA	small_green_avocado	distractor	4	4	NA	NA	big_green_avocado	distractor	2	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	ripest		1455301424593	ripest	False	False	False	avocado	small	black	FALSE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301448683	61	colorSizeTrial	color31	small_blue_butterfly	target	1	4	NA	NA	big_purple_butterfly	distractor	3	2	NA	NA	big_purple_butterfly	distractor	2	1	NA	NA	small_purple_butterfly	distractor	4	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	blue		1455301448109	blue	False	True	False	butterfly	small	blue	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301455941	63	colorSizeTrial	color42	small_white_weddingcake	target	1	1	NA	NA	small_pink_weddingcake	distractor	2	4	NA	NA	big_pink_weddingcake	distractor	4	2	NA	NA	big_pink_weddingcake	distractor	5	3	NA	NA	small_pink_weddingcake	distractor	3	5	NA	NA	1	1	0	white		1455301454269	white	False	True	False	weddingcake	small	white	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301458844	64	colorSizeTrial	color22	big_red_bike	target	2	2	NA	NA	big_purple_bike	distractor	3	3	NA	NA	big_purple_bike	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	red		1455301458135	red	False	True	False	bike	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301464030	65	colorSizeTrial	size31	big_purple_rock	target	3	4	NA	NA	small_green_rock	distractor	2	2	NA	NA	small_green_rock	distractor	4	3	NA	NA	small_purple_rock	distractor	1	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	large purple		1455301462891	large purple	False	True	False	rock	big	purple	TRUE	TRUE	FALSE	FALSE	FALSE
6879-8	1455301478901	68	colorSizeTrial	size21	small_white_teacup	target	2	4	NA	NA	big_pink_teacup	distractor	4	2	NA	NA	big_white_teacup	distractor	3	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	white small cup		1455301477589	white small cup	True	True	False	teacup	small	white	TRUE	TRUE	FALSE	FALSE	FALSE
6879-8	1455301482366	69	colorSizeTrial	size22	small_orange_billiardball	target	2	3	NA	NA	big_orange_billiardball	distractor	3	2	NA	NA	big_orange_billiardball	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest		1455301481823	smallest	False	False	False	billiardball	small	orange	FALSE	TRUE	FALSE	FALSE	FALSE
6879-8	1455301486086	70	colorSizeTrial	size44	big_brown_belt	target	4	5	NA	NA	small_brown_belt	distractor	3	4	NA	NA	small_brown_belt	distractor	2	1	NA	NA	small_brown_belt	distractor	1	3	NA	NA	small_brown_belt	distractor	5	2	NA	NA	1	1	0	largest		1455301485165	largest	False	False	False	belt	big	brown	FALSE	TRUE	FALSE	FALSE	FALSE
6879-8	1455301489415	71	colorSizeTrial	color33	small_black_turtle	target	4	2	NA	NA	small_brown_turtle	distractor	1	3	NA	NA	small_brown_turtle	distractor	2	1	NA	NA	small_brown_turtle	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	black		1455301488605	black	False	True	False	turtle	small	black	TRUE	FALSE	FALSE	FALSE	FALSE
6879-8	1455301495187	72	colorSizeTrial	size32	big_yellow_shoe	target	1	3	NA	NA	small_white_shoe	distractor	2	1	NA	NA	small_yellow_shoe	distractor	4	2	NA	NA	small_yellow_shoe	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	largest yellow		1455301493954	largest yellow	False	True	False	shoe	big	yellow	TRUE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301237658	1	colorSizeTrial	size31	big_yellow_balloon	distractor	4	2	NA	NA	small_yellow_balloon	target	3	4	NA	NA	big_pink_balloon	distractor	2	3	NA	NA	big_pink_balloon	distractor	1	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	small gold		1455301224083	small gold	False	False	False	balloon	big	yellow	TRUE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301260445	3	colorSizeTrial	color22	big_black_turtle	target	4	3	NA	NA	big_brown_turtle	distractor	3	2	NA	NA	big_brown_turtle	distractor	2	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	darker		1455301257099	darker	False	False	False	turtle	big	black	FALSE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301293575	6	colorSizeTrial	color44	big_red_tack	target	2	4	NA	NA	big_blue_tack	distractor	1	5	NA	NA	big_blue_tack	distractor	3	3	NA	NA	big_blue_tack	distractor	4	2	NA	NA	big_blue_tack	distractor	5	1	NA	NA	1	1	0	red		1455301292083	red	False	True	False	tack	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301309799	8	colorSizeTrial	size31	big_blue_rug	target	1	3	NA	NA	small_blue_rug	distractor	4	1	NA	NA	small_purple_rug	distractor	2	4	NA	NA	small_purple_rug	distractor	3	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	big blue		1455301307535	big blue	True	True	False	rug	big	blue	TRUE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301314685	9	colorSizeTrial	color41	small_pink_golfball	target	3	1	NA	NA	big_blue_golfball	distractor	5	4	NA	NA	small_blue_golfball	distractor	1	2	NA	NA	big_blue_golfball	distractor	4	3	NA	NA	big_blue_golfball	distractor	2	5	NA	NA	1	1	0	pink		1455301313034	pink	False	True	False	golfball	small	pink	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301327199	11	colorSizeTrial	size41	big_green_avocado	target	2	1	NA	NA	small_black_avocado	distractor	5	5	NA	NA	small_black_avocado	distractor	1	4	NA	NA	small_black_avocado	distractor	4	2	NA	NA	small_green_avocado	distractor	3	3	NA	NA	1	1	0	largest		1455301325150	largest	False	False	False	avocado	big	green	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301336511	12	colorSizeTrial	color42	small_white_weddingcake	target	5	4	NA	NA	small_pink_weddingcake	distractor	2	3	NA	NA	big_pink_weddingcake	distractor	1	1	NA	NA	small_pink_weddingcake	distractor	4	2	NA	NA	big_pink_weddingcake	distractor	3	5	NA	NA	1	1	0	small white		1455301333816	small white	True	True	False	weddingcake	small	white	TRUE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301342655	13	colorSizeTrial	color32	big_blue_ornament	target	4	4	NA	NA	small_purple_ornament	distractor	1	3	NA	NA	big_purple_ornament	distractor	3	1	NA	NA	big_purple_ornament	distractor	2	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	blue		1455301340106	blue	False	True	False	ornament	big	blue	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301395839	15	colorSizeTrial	size33	big_blue_guitar	distractor	2	3	NA	NA	small_blue_guitar	target	3	1	NA	NA	big_blue_guitar	distractor	1	4	NA	NA	big_blue_guitar	distractor	4	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	4	3	1	smallest___lol___are they still blank	blanks again	1455301376311___1455301377689___1455301390253___1455301394152	smallest	False	False	False	guitar	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301421022	18	colorSizeTrial	color43	small_orange_napkin	target	5	3	NA	NA	small_yellow_napkin	distractor	3	1	NA	NA	small_yellow_napkin	distractor	4	4	NA	NA	big_yellow_napkin	distractor	2	2	NA	NA	small_yellow_napkin	distractor	1	5	NA	NA	1	1	0	pinkish 		1455301419127	pinkish 	False	False	False	napkin	small	orange	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301441931	21	colorSizeTrial	size32	small_green_chair	target	4	4	NA	NA	big_red_chair	distractor	1	3	NA	NA	big_green_chair	distractor	3	2	NA	NA	big_green_chair	distractor	2	1	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest		1455301440143	smallest	False	False	False	chair	small	green	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301446863	22	colorSizeTrial	color44	big_pink_teacup	target	5	1	NA	NA	big_white_teacup	distractor	4	4	NA	NA	big_white_teacup	distractor	3	3	NA	NA	big_white_teacup	distractor	1	5	NA	NA	big_white_teacup	distractor	2	2	NA	NA	1	1	0	pink		1455301445347	pink	False	True	False	teacup	big	pink	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301452633	23	colorSizeTrial	size43	big_green_framee	target	2	5	NA	NA	small_green_framee	distractor	4	2	NA	NA	small_green_framee	distractor	5	3	NA	NA	small_green_framee	distractor	1	1	NA	NA	small_pink_framee	distractor	3	4	NA	NA	1	1	0	largest		1455301451647	largest	False	False	False	framee	big	green	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301457899	24	colorSizeTrial	size44	small_purple_coathanger	target	5	1	NA	NA	big_purple_coathanger	distractor	4	2	NA	NA	big_purple_coathanger	distractor	1	5	NA	NA	big_purple_coathanger	distractor	2	4	NA	NA	big_purple_coathanger	distractor	3	3	NA	NA	1	1	0	smallest		1455301456823	smallest	False	False	False	coathanger	small	purple	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301466098	25	colorSizeTrial	color31	big_black_comb	target	1	4	NA	NA	small_blue_comb	distractor	3	1	NA	NA	small_blue_comb	distractor	2	2	NA	NA	big_blue_comb	distractor	4	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	darkest		1455301462449	darkest	False	False	False	comb	big	black	FALSE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301476041	27	colorSizeTrial	color41	small_orange_billiardball	target	4	1	NA	NA	small_purple_billiardball	distractor	2	4	NA	NA	big_purple_billiardball	distractor	5	2	NA	NA	big_purple_billiardball	distractor	3	3	NA	NA	big_purple_billiardball	distractor	1	5	NA	NA	1	1	0	red		1455301474475	red	False	False	False	billiardball	small	orange	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301481817	28	colorSizeTrial	size22	small_blue_toothbrush	target	2	3	NA	NA	big_blue_toothbrush	distractor	3	4	NA	NA	big_blue_toothbrush	distractor	4	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest		1455301480404	smallest	False	False	False	toothbrush	small	blue	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301486840	29	colorSizeTrial	size33	small_brown_belt	target	4	3	NA	NA	big_brown_belt	distractor	2	2	NA	NA	big_brown_belt	distractor	3	1	NA	NA	big_brown_belt	distractor	1	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest		1455301485583	smallest	False	False	False	belt	small	brown	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301493190	30	colorSizeTrial	size44	big_purple_hairdryer	target	1	3	NA	NA	small_purple_hairdryer	distractor	2	2	NA	NA	small_purple_hairdryer	distractor	5	5	NA	NA	small_purple_hairdryer	distractor	3	4	NA	NA	small_purple_hairdryer	distractor	4	1	NA	NA	1	1	0	biggest		1455301491302	biggest	False	False	False	hairdryer	big	purple	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301498144	31	colorSizeTrial	color43	big_orange_cap	target	4	3	NA	NA	big_blue_cap	distractor	2	5	NA	NA	big_blue_cap	distractor	1	2	NA	NA	small_blue_cap	distractor	5	1	NA	NA	big_blue_cap	distractor	3	4	NA	NA	1	1	0	orange		1455301496921	orange	False	True	False	cap	big	orange	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301505159	32	colorSizeTrial	size32	big_purple_stapler	target	2	2	NA	NA	small_red_stapler	distractor	3	4	NA	NA	small_purple_stapler	distractor	4	1	NA	NA	small_purple_stapler	distractor	1	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	biggest		1455301503255	biggest	False	False	False	stapler	big	purple	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301525617	35	colorSizeTrial	size21	small_red_bike	target	4	3	NA	NA	big_purple_bike	distractor	2	2	NA	NA	big_red_bike	distractor	3	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	smallest		1455301523494	smallest	False	False	False	bike	small	red	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301530830	36	colorSizeTrial	color32	small_purple_flower	target	1	1	NA	NA	big_red_flower	distractor	2	3	NA	NA	small_red_flower	distractor	3	2	NA	NA	small_red_flower	distractor	4	4	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	purple		1455301529445	purple	False	True	False	flower	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301568159	43	colorSizeTrial	size42	big_blue_candle	target	2	2	NA	NA	small_red_candle	distractor	3	3	NA	NA	small_blue_candle	distractor	1	4	NA	NA	small_red_candle	distractor	5	5	NA	NA	small_blue_candle	distractor	4	1	NA	NA	1	1	0	biggest		1455301566363	biggest	False	False	False	candle	big	blue	FALSE	TRUE	FALSE	FALSE	FALSE
5222-f	1455301619474	52	colorSizeTrial	color21	small_purple_rock	target	3	4	NA	NA	small_green_rock	distractor	4	3	NA	NA	big_green_rock	distractor	2	2	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	purple		1455301618066	purple	False	True	False	rock	small	purple	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301623482	53	colorSizeTrial	color31	big_red_yarn	target	3	4	NA	NA	small_purple_yarn	distractor	2	2	NA	NA	small_purple_yarn	distractor	1	1	NA	NA	big_purple_yarn	distractor	4	3	NA	NA	undefined	undefined	undefined	undefined	undefined	undefined	1	1	0	red		1455301622403	red	False	True	False	yarn	big	red	TRUE	FALSE	FALSE	FALSE	FALSE
5222-f	1455301633874	55	colorSizeTrial	color42	small_green_pepper	target	1	2	NA	NA	big_red_pepper	distractor	3	4	NA	NA	big_red_pepper	distractor	4	1	NA	NA	small_red_pepper	distractor	2	5	NA	NA	small_red_pepper	distractor	5	3	NA	NA	1	1	0	green		1455301631654	green	False	True	False	pepper	small	green	TRUE	FALSE	FALSE	FALSE	FALSE
